"Time Stamp","Time Zone","Name","PTID","Load"
"11/30/2020 00:30:00","EST","HUD VL",61758,855.5891
"11/30/2020 00:30:00","EST","LONGIL",61762,1704.6324
"11/30/2020 00:30:00","EST","MHK VL",61756,688.685
"11/30/2020 00:30:00","EST","MILLWD",61759,261.2133
"11/30/2020 00:30:00","EST","N.Y.C.",61761,4200.0938
"11/30/2020 00:30:00","EST","NORTH",61755,567.9667
"11/30/2020 00:30:00","EST","WEST",61752,1431.8887
"11/30/2020 00:35:00","EST","CAPITL",61757,1154.7218
"11/30/2020 00:35:00","EST","CENTRL",61754,1512.9996
"11/30/2020 00:35:00","EST","DUNWOD",61760,511.0502
"11/30/2020 00:35:00","EST","GENESE",61753,921.2178
"11/30/2020 00:35:00","EST","HUD VL",61758,869.7477
"11/30/2020 00:35:00","EST","LONGIL",61762,1705.8887
"11/30/2020 00:35:00","EST","MHK VL",61756,684.0714
"11/30/2020 00:35:00","EST","MILLWD",61759,265.6337
"11/30/2020 00:35:00","EST","N.Y.C.",61761,4207.574
"11/30/2020 00:35:00","EST","NORTH",61755,561.7838
"11/30/2020 00:35:00","EST","WEST",61752,1423.6172
"11/30/2020 00:40:00","EST","CAPITL",61757,1145.5858
"11/30/2020 00:40:00","EST","CENTRL",61754,1509.4662
"11/30/2020 00:40:00","EST","DUNWOD",61760,513.1774
"11/30/2020 00:40:00","EST","GENESE",61753,921.2166
"11/30/2020 00:40:00","EST","HUD VL",61758,840.5383
"11/30/2020 00:40:00","EST","LONGIL",61762,1703.6628
"11/30/2020 00:40:00","EST","MHK VL",61756,681.874
"11/30/2020 00:40:00","EST","MILLWD",61759,250.4807
"11/30/2020 00:40:00","EST","N.Y.C.",61761,4193.3276
"11/30/2020 00:40:00","EST","NORTH",61755,562.146
"11/30/2020 00:40:00","EST","WEST",61752,1411.6543
"11/30/2020 00:45:00","EST","CAPITL",61757,1146.2373
"11/30/2020 00:45:00","EST","CENTRL",61754,1515.281
"11/30/2020 00:45:00","EST","DUNWOD",61760,521.1278
"11/30/2020 00:45:00","EST","GENESE",61753,920.398
"11/30/2020 00:45:00","EST","HUD VL",61758,848.4339
"11/30/2020 00:45:00","EST","LONGIL",61762,1679.6204
"11/30/2020 00:45:00","EST","MHK VL",61756,681.4214
"11/30/2020 00:45:00","EST","MILLWD",61759,252.8859
"11/30/2020 00:45:00","EST","N.Y.C.",61761,4165.593
"11/30/2020 00:45:00","EST","NORTH",61755,563.4785
"11/30/2020 00:45:00","EST","WEST",61752,1422.1106
"11/30/2020 00:50:00","EST","CAPITL",61757,1143.8398
"11/30/2020 00:50:00","EST","CENTRL",61754,1516.574
"11/30/2020 00:50:00","EST","DUNWOD",61760,512.033
"11/30/2020 00:50:00","EST","GENESE",61753,914.6754
"11/30/2020 00:50:00","EST","HUD VL",61758,828.9097
"11/30/2020 00:50:00","EST","LONGIL",61762,1676.7455
"11/30/2020 00:50:00","EST","MHK VL",61756,674.6082
"11/30/2020 00:50:00","EST","MILLWD",61759,257.2524
"11/30/2020 00:50:00","EST","N.Y.C.",61761,4150.23
"11/30/2020 00:50:00","EST","NORTH",61755,565.1094
"11/30/2020 00:50:00","EST","WEST",61752,1411.9702
"11/30/2020 00:55:00","EST","CAPITL",61757,1141.6752
"11/30/2020 00:55:00","EST","CENTRL",61754,1526.9597
"11/30/2020 00:55:00","EST","DUNWOD",61760,513.4288
"11/30/2020 00:55:00","EST","GENESE",61753,912.0048
"11/30/2020 00:55:00","EST","HUD VL",61758,860.4529
"11/30/2020 00:55:00","EST","LONGIL",61762,1663.0197
"11/30/2020 00:55:00","EST","MHK VL",61756,671.5983
"11/30/2020 00:55:00","EST","MILLWD",61759,259.1981
"11/30/2020 00:55:00","EST","N.Y.C.",61761,4120.6836
"11/30/2020 00:55:00","EST","NORTH",61755,565.0895
"11/30/2020 00:55:00","EST","WEST",61752,1420.3456
"11/30/2020 01:00:00","EST","CAPITL",61757,1133.6152
"11/30/2020 01:00:00","EST","CENTRL",61754,1472.8158
"11/30/2020 01:00:00","EST","DUNWOD",61760,510.1515
"11/30/2020 01:00:00","EST","GENESE",61753,906.6442
"11/30/2020 01:00:00","EST","HUD VL",61758,851.8058
"11/30/2020 01:00:00","EST","LONGIL",61762,1666.8843
"11/30/2020 01:00:00","EST","MHK VL",61756,673.3086
"11/30/2020 01:00:00","EST","MILLWD",61759,252.6367
"11/30/2020 01:00:00","EST","N.Y.C.",61761,4118.0938
"11/30/2020 01:00:00","EST","NORTH",61755,570.6306
"11/30/2020 01:00:00","EST","WEST",61752,1433.0232
"11/30/2020 01:05:00","EST","CAPITL",61757,1134.6421
"11/30/2020 01:05:00","EST","CENTRL",61754,1476.5754
"11/30/2020 01:05:00","EST","DUNWOD",61760,515.1011
"11/30/2020 01:05:00","EST","GENESE",61753,907.9247
"11/30/2020 01:05:00","EST","HUD VL",61758,840.1718
"11/30/2020 01:05:00","EST","LONGIL",61762,1650.3921
"11/30/2020 01:05:00","EST","MHK VL",61756,670.0584
"11/30/2020 01:05:00","EST","MILLWD",61759,261.4435
"11/30/2020 01:05:00","EST","N.Y.C.",61761,4090.6704
"11/30/2020 01:05:00","EST","NORTH",61755,557.0389
"11/30/2020 01:05:00","EST","WEST",61752,1401.199
"11/30/2020 01:10:00","EST","CAPITL",61757,1139.4229
"11/30/2020 01:10:00","EST","CENTRL",61754,1496.1815
"11/30/2020 01:10:00","EST","DUNWOD",61760,513.218
"11/30/2020 01:10:00","EST","GENESE",61753,910.7063
"11/30/2020 01:10:00","EST","HUD VL",61758,835.7564
"11/30/2020 01:10:00","EST","LONGIL",61762,1649.2792
"11/30/2020 01:10:00","EST","MHK VL",61756,671.8844
"11/30/2020 01:10:00","EST","MILLWD",61759,258.2535
"11/30/2020 01:10:00","EST","N.Y.C.",61761,4072.894
"11/30/2020 01:10:00","EST","NORTH",61755,548.312
"11/30/2020 01:10:00","EST","WEST",61752,1434.4999
"11/30/2020 01:15:00","EST","CAPITL",61757,1138.2977
"11/30/2020 01:15:00","EST","CENTRL",61754,1492.2147
"11/30/2020 01:15:00","EST","DUNWOD",61760,516.9838
"11/30/2020 01:15:00","EST","GENESE",61753,912.192
"11/30/2020 01:15:00","EST","HUD VL",61758,830.5046
"11/30/2020 01:15:00","EST","LONGIL",61762,1642.1847
"11/30/2020 01:15:00","EST","MHK VL",61756,670.0444
"11/30/2020 01:15:00","EST","MILLWD",61759,248.0917
"11/30/2020 01:15:00","EST","N.Y.C.",61761,4065.5195
"11/30/2020 01:15:00","EST","NORTH",61755,564.0355
"11/30/2020 01:15:00","EST","WEST",61752,1432.4858
"11/30/2020 01:20:00","EST","CAPITL",61757,1129.0664
"11/30/2020 01:20:00","EST","CENTRL",61754,1505.1902
"11/30/2020 01:20:00","EST","DUNWOD",61760,512.9479
"11/30/2020 01:20:00","EST","GENESE",61753,904.3583
"11/30/2020 01:20:00","EST","HUD VL",61758,853.5506
"11/30/2020 01:20:00","EST","LONGIL",61762,1630.7178
"11/30/2020 01:20:00","EST","MHK VL",61756,672.3595
"11/30/2020 01:20:00","EST","MILLWD",61759,245.3884
"11/30/2020 01:20:00","EST","N.Y.C.",61761,4083.6726
"11/30/2020 01:20:00","EST","NORTH",61755,564.8265
"11/30/2020 01:20:00","EST","WEST",61752,1422.177
"11/30/2020 01:25:00","EST","CAPITL",61757,1134.3237
"11/30/2020 01:25:00","EST","CENTRL",61754,1488.6183
"11/30/2020 01:25:00","EST","DUNWOD",61760,513.2737
"11/30/2020 01:25:00","EST","GENESE",61753,907.0358
"11/30/2020 01:25:00","EST","HUD VL",61758,824.0652
"11/30/2020 01:25:00","EST","LONGIL",61762,1630.7551
"11/30/2020 01:25:00","EST","MHK VL",61756,670.8646
"11/30/2020 01:25:00","EST","MILLWD",61759,257.7033
"11/30/2020 01:25:00","EST","N.Y.C.",61761,4055.1365
"11/30/2020 01:25:00","EST","NORTH",61755,548.0654
"11/30/2020 01:25:00","EST","WEST",61752,1417.7261
"11/30/2020 01:30:00","EST","CAPITL",61757,1136.7753
"11/30/2020 01:30:00","EST","CENTRL",61754,1473.461
"11/30/2020 01:30:00","EST","DUNWOD",61760,509.9993
"11/30/2020 01:30:00","EST","GENESE",61753,905.6962
"11/30/2020 01:30:00","EST","HUD VL",61758,834.4624
"11/30/2020 01:30:00","EST","LONGIL",61762,1625.866
"11/30/2020 01:30:00","EST","MHK VL",61756,669.7827
"11/30/2020 01:30:00","EST","MILLWD",61759,246.1371
"11/30/2020 01:30:00","EST","N.Y.C.",61761,4042.942
"11/30/2020 01:30:00","EST","NORTH",61755,552.7409
"11/30/2020 01:30:00","EST","WEST",61752,1407.1841
"11/30/2020 01:35:00","EST","CAPITL",61757,1117.7075
"11/30/2020 01:35:00","EST","CENTRL",61754,1489.0503
"11/30/2020 01:35:00","EST","DUNWOD",61760,505.8841
"11/30/2020 01:35:00","EST","GENESE",61753,904.8071
"11/30/2020 01:35:00","EST","HUD VL",61758,821.3071
"11/30/2020 01:35:00","EST","LONGIL",61762,1617.0977
"11/30/2020 01:35:00","EST","MHK VL",61756,673.5624
"11/30/2020 01:35:00","EST","MILLWD",61759,252.4474
"11/30/2020 01:35:00","EST","N.Y.C.",61761,4023.2715
"11/30/2020 01:35:00","EST","NORTH",61755,549.3773
"11/30/2020 01:35:00","EST","WEST",61752,1412.8827
"11/30/2020 01:40:00","EST","CAPITL",61757,1120.8481
"11/30/2020 01:40:00","EST","CENTRL",61754,1509.8042
"11/30/2020 01:40:00","EST","DUNWOD",61760,504.6372
"11/30/2020 01:40:00","EST","GENESE",61753,904.6398
"11/30/2020 01:40:00","EST","HUD VL",61758,828.8955
"11/30/2020 01:40:00","EST","LONGIL",61762,1618.9385
"11/30/2020 01:40:00","EST","MHK VL",61756,672.9424
"11/30/2020 01:40:00","EST","MILLWD",61759,255.8134
"11/30/2020 01:40:00","EST","N.Y.C.",61761,4007.7053
"11/30/2020 01:40:00","EST","NORTH",61755,532.6303
"11/30/2020 01:40:00","EST","WEST",61752,1419.799
"11/30/2020 01:45:00","EST","CAPITL",61757,1123.9265
"11/30/2020 01:45:00","EST","CENTRL",61754,1508.8849
"11/30/2020 01:45:00","EST","DUNWOD",61760,500.6051
"11/30/2020 01:45:00","EST","GENESE",61753,904.2681
"11/30/2020 01:45:00","EST","HUD VL",61758,813.0499
"11/30/2020 01:45:00","EST","LONGIL",61762,1619.9204
"11/30/2020 01:45:00","EST","MHK VL",61756,662.6156
"11/30/2020 01:45:00","EST","MILLWD",61759,252.6126
"11/30/2020 01:45:00","EST","N.Y.C.",61761,3999.643
"11/30/2020 01:45:00","EST","NORTH",61755,538.4973
"11/30/2020 01:45:00","EST","WEST",61752,1404.6594
"11/30/2020 01:50:00","EST","CAPITL",61757,1125.3982
"11/30/2020 01:50:00","EST","CENTRL",61754,1505.144
"11/30/2020 01:50:00","EST","DUNWOD",61760,500.9145
"11/30/2020 01:50:00","EST","GENESE",61753,905.5573
"11/30/2020 01:50:00","EST","HUD VL",61758,811.0784
"11/30/2020 01:50:00","EST","LONGIL",61762,1608.4333
"11/30/2020 01:50:00","EST","MHK VL",61756,661.8256
"11/30/2020 01:50:00","EST","MILLWD",61759,244.4148
"11/30/2020 01:50:00","EST","N.Y.C.",61761,4010.7646
"11/30/2020 01:50:00","EST","NORTH",61755,547.5012
"11/30/2020 01:50:00","EST","WEST",61752,1452.1572
"11/30/2020 01:55:00","EST","CAPITL",61757,1122.716
"11/30/2020 01:55:00","EST","CENTRL",61754,1473.1493
"11/30/2020 01:55:00","EST","DUNWOD",61760,495.7839
"11/30/2020 01:55:00","EST","GENESE",61753,900.7148
"11/30/2020 01:55:00","EST","HUD VL",61758,815.2002
"11/30/2020 01:55:00","EST","LONGIL",61762,1599.7488
"11/30/2020 01:55:00","EST","MHK VL",61756,656.6245
"11/30/2020 01:55:00","EST","MILLWD",61759,245.1511
"11/30/2020 01:55:00","EST","N.Y.C.",61761,4004.4998
"11/30/2020 01:55:00","EST","NORTH",61755,546.2062
"11/30/2020 01:55:00","EST","WEST",61752,1412.9479
"11/30/2020 02:00:00","EST","CAPITL",61757,1124.5212
"11/30/2020 02:00:00","EST","CENTRL",61754,1485.3962
"11/30/2020 02:00:00","EST","DUNWOD",61760,489.3676
"11/30/2020 02:00:00","EST","GENESE",61753,899.3207
"11/30/2020 02:00:00","EST","HUD VL",61758,824.2122
"11/30/2020 02:00:00","EST","LONGIL",61762,1612.4497
"11/30/2020 02:00:00","EST","MHK VL",61756,661.2917
"11/30/2020 02:00:00","EST","MILLWD",61759,248.3257
"11/30/2020 02:00:00","EST","N.Y.C.",61761,3995.4282
"11/30/2020 02:00:00","EST","NORTH",61755,531.3563
"11/30/2020 02:00:00","EST","WEST",61752,1416.2302
"11/30/2020 02:05:00","EST","CAPITL",61757,1130.7397
"11/30/2020 02:05:00","EST","CENTRL",61754,1504.1194
"11/30/2020 02:05:00","EST","DUNWOD",61760,501.578
"11/30/2020 02:05:00","EST","GENESE",61753,899.2461
"11/30/2020 02:05:00","EST","HUD VL",61758,825.9666
"11/30/2020 02:05:00","EST","LONGIL",61762,1611.0791
"11/30/2020 02:05:00","EST","MHK VL",61756,657.0085
"11/30/2020 02:05:00","EST","MILLWD",61759,250.2387
"11/30/2020 02:05:00","EST","N.Y.C.",61761,3976.2922
"11/30/2020 02:05:00","EST","NORTH",61755,534.2177
"11/30/2020 02:05:00","EST","WEST",61752,1394.9916
"11/30/2020 02:10:00","EST","CAPITL",61757,1130.4355
"11/30/2020 02:10:00","EST","CENTRL",61754,1494.453
"11/30/2020 02:10:00","EST","DUNWOD",61760,493.1631
"11/30/2020 02:10:00","EST","GENESE",61753,899.2677
"11/30/2020 02:10:00","EST","HUD VL",61758,812.4208
"11/30/2020 02:10:00","EST","LONGIL",61762,1600.9541
"11/30/2020 02:10:00","EST","MHK VL",61756,656.1353
"11/30/2020 02:10:00","EST","MILLWD",61759,242.7627
"11/30/2020 02:10:00","EST","N.Y.C.",61761,3997.7817
"11/30/2020 02:10:00","EST","NORTH",61755,534.367
"11/30/2020 02:10:00","EST","WEST",61752,1395.9222
"11/30/2020 02:15:00","EST","CAPITL",61757,1125.1859
"11/30/2020 02:15:00","EST","CENTRL",61754,1512.8862
"11/30/2020 02:15:00","EST","DUNWOD",61760,493.1391
"11/30/2020 02:15:00","EST","GENESE",61753,896.6452
"11/30/2020 02:15:00","EST","HUD VL",61758,793.4252
"11/30/2020 02:15:00","EST","LONGIL",61762,1596.7244
"11/30/2020 02:15:00","EST","MHK VL",61756,648.3922
"11/30/2020 02:15:00","EST","MILLWD",61759,254.8155
"11/30/2020 02:15:00","EST","N.Y.C.",61761,3966.0063
"11/30/2020 02:15:00","EST","NORTH",61755,543.7597
"11/30/2020 02:15:00","EST","WEST",61752,1403.8049
"11/30/2020 02:20:00","EST","CAPITL",61757,1125.5382
"11/30/2020 02:20:00","EST","CENTRL",61754,1504.452
"11/30/2020 02:20:00","EST","DUNWOD",61760,491.3855
"11/30/2020 02:20:00","EST","GENESE",61753,893.17
"11/30/2020 02:20:00","EST","HUD VL",61758,818.4891
"11/30/2020 02:20:00","EST","LONGIL",61762,1593.5745
"11/30/2020 02:20:00","EST","MHK VL",61756,647.5143
"11/30/2020 02:20:00","EST","MILLWD",61759,252.384
"11/30/2020 02:20:00","EST","N.Y.C.",61761,3955.4321
"11/30/2020 02:20:00","EST","NORTH",61755,538.1653
"11/30/2020 02:20:00","EST","WEST",61752,1420.8584
"11/30/2020 02:25:00","EST","CAPITL",61757,1120.9486
"11/30/2020 02:25:00","EST","CENTRL",61754,1503.3273
"11/30/2020 02:25:00","EST","DUNWOD",61760,486.3211
"11/30/2020 02:25:00","EST","GENESE",61753,892.9679
"11/30/2020 02:25:00","EST","HUD VL",61758,843.3335
"11/30/2020 02:25:00","EST","LONGIL",61762,1582.7307
"11/30/2020 02:25:00","EST","MHK VL",61756,644.2683
"11/30/2020 02:25:00","EST","MILLWD",61759,243.062
"11/30/2020 02:25:00","EST","N.Y.C.",61761,3955.8486
"11/30/2020 02:25:00","EST","NORTH",61755,541.5393
"11/30/2020 02:25:00","EST","WEST",61752,1398.136
"11/30/2020 02:30:00","EST","CAPITL",61757,1123.668
"11/30/2020 02:30:00","EST","CENTRL",61754,1487.0204
"11/30/2020 02:30:00","EST","DUNWOD",61760,487.5165
"11/30/2020 02:30:00","EST","GENESE",61753,890.9144
"11/30/2020 02:30:00","EST","HUD VL",61758,792.7617
"11/30/2020 02:30:00","EST","LONGIL",61762,1582.6777
"11/30/2020 02:30:00","EST","MHK VL",61756,646.2827
"11/30/2020 02:30:00","EST","MILLWD",61759,249.7315
"11/30/2020 02:30:00","EST","N.Y.C.",61761,3950.2751
"11/30/2020 02:30:00","EST","NORTH",61755,545.9965
"11/30/2020 02:30:00","EST","WEST",61752,1385.9038
"11/30/2020 02:35:00","EST","CAPITL",61757,1111.6088
"11/30/2020 02:35:00","EST","CENTRL",61754,1491.0883
"11/30/2020 02:35:00","EST","DUNWOD",61760,495.0469
"11/30/2020 02:35:00","EST","GENESE",61753,894.4393
"11/30/2020 02:35:00","EST","HUD VL",61758,826.7618
"11/30/2020 02:35:00","EST","LONGIL",61762,1587.3281
"11/30/2020 02:35:00","EST","MHK VL",61756,650.9636
"11/30/2020 02:35:00","EST","MILLWD",61759,244.8951
"11/30/2020 02:35:00","EST","N.Y.C.",61761,3954.1309
"11/30/2020 02:35:00","EST","NORTH",61755,539.3463
"11/30/2020 02:35:00","EST","WEST",61752,1391.5361
"11/30/2020 02:40:00","EST","CAPITL",61757,1121.8022
"11/30/2020 02:40:00","EST","CENTRL",61754,1482.1826
"11/30/2020 02:40:00","EST","DUNWOD",61760,492.9442
"11/30/2020 02:40:00","EST","GENESE",61753,889.2065
"11/30/2020 02:40:00","EST","HUD VL",61758,807.8328
"11/30/2020 02:40:00","EST","LONGIL",61762,1577.5945
"11/30/2020 02:40:00","EST","MHK VL",61756,648.1211
"11/30/2020 02:40:00","EST","MILLWD",61759,247.0756
"11/30/2020 02:40:00","EST","N.Y.C.",61761,3932.2856
"11/30/2020 02:40:00","EST","NORTH",61755,545.8922
"11/30/2020 02:40:00","EST","WEST",61752,1409.4484
"11/30/2020 02:45:00","EST","CAPITL",61757,1118.3969
"11/30/2020 02:45:00","EST","CENTRL",61754,1495.9562
"11/30/2020 02:45:00","EST","DUNWOD",61760,491.2384
"11/30/2020 02:45:00","EST","GENESE",61753,884.7062
"11/30/2020 02:45:00","EST","HUD VL",61758,831.5546
"11/30/2020 02:45:00","EST","LONGIL",61762,1566.1385
"11/30/2020 02:45:00","EST","MHK VL",61756,650.2503
"11/30/2020 02:45:00","EST","MILLWD",61759,250.6538
"11/30/2020 02:45:00","EST","N.Y.C.",61761,3926.3938
"11/30/2020 02:45:00","EST","NORTH",61755,537.7687
"11/30/2020 02:45:00","EST","WEST",61752,1409.128
"11/30/2020 02:50:00","EST","CAPITL",61757,1128.6787
"11/30/2020 02:50:00","EST","CENTRL",61754,1436.4432
"11/30/2020 02:50:00","EST","DUNWOD",61760,485.218
"11/30/2020 02:50:00","EST","GENESE",61753,888.6703
"11/30/2020 02:50:00","EST","HUD VL",61758,789.6401
"11/30/2020 02:50:00","EST","LONGIL",61762,1569.9214
"11/30/2020 02:50:00","EST","MHK VL",61756,646.1606
"11/30/2020 02:50:00","EST","MILLWD",61759,252.559
"11/30/2020 02:50:00","EST","N.Y.C.",61761,3905.673
"11/30/2020 02:50:00","EST","NORTH",61755,544.041
"11/30/2020 02:50:00","EST","WEST",61752,1372.7854
"11/30/2020 02:55:00","EST","CAPITL",61757,1122.9214
"11/30/2020 02:55:00","EST","CENTRL",61754,1441.4462
"11/30/2020 02:55:00","EST","DUNWOD",61760,483.5098
"11/30/2020 02:55:00","EST","GENESE",61753,881.6758
"11/30/2020 02:55:00","EST","HUD VL",61758,851.6945
"11/30/2020 02:55:00","EST","LONGIL",61762,1564.3787
"11/30/2020 02:55:00","EST","MHK VL",61756,650.9353
"11/30/2020 02:55:00","EST","MILLWD",61759,249.0967
"11/30/2020 02:55:00","EST","N.Y.C.",61761,3924.048
"11/30/2020 02:55:00","EST","NORTH",61755,538.8824
"11/30/2020 02:55:00","EST","WEST",61752,1410.3696
"11/30/2020 03:00:00","EST","CAPITL",61757,1130.7122
"11/30/2020 03:00:00","EST","CENTRL",61754,1460.5924
"11/30/2020 03:00:00","EST","DUNWOD",61760,488.5416
"11/30/2020 03:00:00","EST","GENESE",61753,893.8503
"11/30/2020 03:00:00","EST","HUD VL",61758,798.2964
"11/30/2020 03:00:00","EST","LONGIL",61762,1565.4934
"11/30/2020 03:00:00","EST","MHK VL",61756,654.0072
"11/30/2020 03:00:00","EST","MILLWD",61759,250.7354
"11/30/2020 03:00:00","EST","N.Y.C.",61761,3909.3672
"11/30/2020 03:00:00","EST","NORTH",61755,538.0643
"11/30/2020 03:00:00","EST","WEST",61752,1387.4996
"11/30/2020 03:05:00","EST","CAPITL",61757,1121.6433
"11/30/2020 03:05:00","EST","CENTRL",61754,1468.528
"11/30/2020 03:05:00","EST","DUNWOD",61760,483.0879
"11/30/2020 03:05:00","EST","GENESE",61753,887.283
"11/30/2020 03:05:00","EST","HUD VL",61758,823.4447
"11/30/2020 03:05:00","EST","LONGIL",61762,1564.0588
"11/30/2020 03:05:00","EST","MHK VL",61756,647.4152
"11/30/2020 03:05:00","EST","MILLWD",61759,255.2423
"11/30/2020 03:05:00","EST","N.Y.C.",61761,3901.5
"11/30/2020 03:05:00","EST","NORTH",61755,538.7806
"11/30/2020 03:05:00","EST","WEST",61752,1402.6699
"11/30/2020 03:10:00","EST","CAPITL",61757,1125.2043
"11/30/2020 03:10:00","EST","CENTRL",61754,1480.0774
"11/30/2020 03:10:00","EST","DUNWOD",61760,478.2015
"11/30/2020 03:10:00","EST","GENESE",61753,888.3473
"11/30/2020 03:10:00","EST","HUD VL",61758,812.1887
"11/30/2020 03:10:00","EST","LONGIL",61762,1560.2574
"11/30/2020 03:10:00","EST","MHK VL",61756,651.291
"11/30/2020 03:10:00","EST","MILLWD",61759,252.2006
"11/30/2020 03:10:00","EST","N.Y.C.",61761,3907.6318
"11/30/2020 03:10:00","EST","NORTH",61755,539.0595
"11/30/2020 03:10:00","EST","WEST",61752,1392.7657
"11/30/2020 03:15:00","EST","CAPITL",61757,1129.6332
"11/30/2020 03:15:00","EST","CENTRL",61754,1437.5438
"11/30/2020 03:15:00","EST","DUNWOD",61760,486.5338
"11/30/2020 03:15:00","EST","GENESE",61753,883.9564
"11/30/2020 03:15:00","EST","HUD VL",61758,806.4254
"11/30/2020 03:15:00","EST","LONGIL",61762,1560.3486
"11/30/2020 03:15:00","EST","MHK VL",61756,652.3042
"11/30/2020 03:15:00","EST","MILLWD",61759,248.6456
"11/30/2020 03:15:00","EST","N.Y.C.",61761,3902.0781
"11/30/2020 03:15:00","EST","NORTH",61755,541.6313
"11/30/2020 03:15:00","EST","WEST",61752,1393.9915
"11/30/2020 03:20:00","EST","CAPITL",61757,1118.2876
"11/30/2020 03:20:00","EST","CENTRL",61754,1469.5281
"11/30/2020 03:20:00","EST","DUNWOD",61760,484.0997
"11/30/2020 03:20:00","EST","GENESE",61753,886.9487
"11/30/2020 03:20:00","EST","HUD VL",61758,833.4529
"11/30/2020 03:20:00","EST","LONGIL",61762,1555.8752
